id_student,code_module,weighted_score,date_registration
338741,BBB,55.72,-144.0
338878,BBB,,-95.0
339494,BBB,79.87,-123.0
339608,BBB,62.42,-134.0
339656,BBB,,-115.0
340661,BBB,,-29.0
340911,BBB,63.46,-31.0
340965,BBB,63.32,-67.0
341612,BBB,32.0,-138.0
342678,BBB,,
342685,BBB,69.68,-32.0
344568,BBB,56.26,-172.0
345083,BBB,17.8,-184.0
345128,BBB,53.02,-37.0
349554,BBB,75.45,-38.0
349675,BBB,35.77,-32.0
352112,BBB,81.43,-116.0
352161,BBB,,-72.0
352339,BBB,1.6,-44.0
352688,BBB,65.39,-54.0
354779,BBB,48.54,-47.0
355591,BBB,9.8,-176.0
355692,BBB,,-107.0
358289,BBB,,-36.0
360101,BBB,,-53.0
360876,BBB,2.25,-17.0
361988,BBB,,-17.0
362907,BBB,,-37.0
363151,BBB,,-81.0
363711,BBB,,-66.0
364073,BBB,86.84,-37.0
364185,BBB,,-95.0
364666,BBB,3.75,-64.0
364871,BBB,72.5,-45.0
365060,BBB,2.45,-114.0
365169,BBB,73.75,-31.0
365288,BBB,,-75.0
365631,BBB,74.6,-25.0
366524,BBB,67.02,-72.0
367433,BBB,76.66,-32.0
368077,BBB,76.84,-52.0
369507,BBB,,-23.0
369986,BBB,47.89,-45.0
370307,BBB,4.15,-51.0
370859,BBB,80.15,-173.0
371530,BBB,77.0,-47.0
371888,BBB,3.25,-46.0
372172,BBB,3.85,-27.0
372658,BBB,71.29,-66.0
373174,BBB,4.15,-29.0
373269,BBB,18.94,-183.0
373633,BBB,,-95.0
373807,BBB,20.37,-144.0
373848,BBB,67.52,-62.0
374038,BBB,57.92,-54.0
375960,BBB,74.91,-171.0
378721,BBB,3.45,-79.0
379210,BBB,39.58,-61.0
379983,BBB,,-49.0
380205,BBB,15.02,-28.0
380240,BBB,57.23,-75.0
381541,BBB,50.11,-107.0
381669,BBB,55.1,-89.0
382575,BBB,15.97,-38.0
382920,BBB,80.23,-15.0
382979,BBB,84.23,-66.0
383303,BBB,52.12,-17.0
383571,BBB,87.03,-49.0
385040,BBB,4.25,-108.0
385820,BBB,79.94,-37.0
386889,BBB,83.7,-125.0
386904,BBB,,-124.0
387276,BBB,,-57.0
387378,BBB,,-135.0
387700,BBB,49.89,-194.0
388052,BBB,58.98,-45.0
388432,BBB,59.73,-52.0
388549,BBB,4.55,-29.0
388975,BBB,49.49,-93.0
389101,BBB,80.16,-28.0
389471,BBB,54.78,-36.0
390958,BBB,74.27,-36.0
392060,BBB,83.78,-38.0
392281,BBB,43.65,-37.0
393327,BBB,72.05,-179.0
395073,BBB,35.09,-158.0
395358,BBB,,-67.0
395715,BBB,38.9,-195.0
396114,BBB,81.94,-107.0
396256,BBB,,-30.0
397590,BBB,,-150.0
398067,BBB,77.05,-79.0
398315,BBB,,-145.0
398525,BBB,85.49,-23.0
398891,BBB,90.64,-132.0
398956,BBB,52.74,-30.0
401319,BBB,,-49.0
402993,BBB,46.02,-149.0
404269,BBB,74.14,-58.0
404671,BBB,84.1,-38.0
404708,BBB,83.56,-142.0
405945,BBB,50.68,-145.0
408106,BBB,,-47.0
408975,BBB,46.43,-19.0
409160,BBB,3.65,-58.0
409698,BBB,4.9,-45.0
409930,BBB,73.09,-158.0
409945,BBB,69.55,-54.0
410052,BBB,71.57,-87.0
410281,BBB,35.15,-57.0
410357,BBB,89.97,-103.0
410537,BBB,77.02,-36.0
410842,BBB,79.46,-53.0
411126,BBB,,-27.0
411226,BBB,3.45,-110.0
411642,BBB,60.52,-67.0
413052,BBB,,-53.0
413248,BBB,,-29.0
414028,BBB,82.78,-47.0
414350,BBB,78.83,-158.0
414495,BBB,84.89,-75.0
415216,BBB,59.05,-107.0
415546,BBB,23.96,-22.0
415698,BBB,61.81,-87.0
417657,BBB,26.45,-22.0
417677,BBB,,-52.0
417785,BBB,53.37,-162.0
417967,BBB,,-185.0
419375,BBB,79.19,-132.0
420163,BBB,61.92,-46.0
420724,BBB,47.79,-44.0
421018,BBB,51.56,-184.0
422223,BBB,30.74,-26.0
422479,BBB,82.67,-149.0
422505,BBB,,-155.0
423399,BBB,64.94,-30.0
424014,BBB,,-103.0
424539,BBB,47.69,-22.0
424637,BBB,22.06,-86.0
425817,BBB,39.03,-53.0
426458,BBB,60.26,-46.0
427683,BBB,17.17,-103.0
427921,BBB,57.58,-142.0
428323,BBB,86.64,-57.0
428653,BBB,61.07,-80.0
429610,BBB,88.48,-36.0
430352,BBB,,-30.0
430392,BBB,65.89,-178.0
430708,BBB,75.84,-101.0
431071,BBB,30.44,-36.0
432144,BBB,80.0,-26.0
432237,BBB,70.94,-81.0
433280,BBB,78.08,-49.0
433864,BBB,63.56,-157.0
434035,BBB,,-36.0
434397,BBB,69.97,-74.0
434585,BBB,74.63,27.0
437030,BBB,,-145.0
438068,BBB,79.9,-88.0
438551,BBB,68.55,-29.0
439182,BBB,75.64,-29.0
439294,BBB,3.5,-29.0
439684,BBB,,-32.0
440225,BBB,56.43,-52.0
440563,BBB,89.22,-57.0
440593,BBB,52.19,-121.0
440751,BBB,3.35,-127.0
440765,BBB,5.8,-53.0
442144,BBB,,-110.0
442910,BBB,73.28,-11.0
443108,BBB,27.15,-29.0
443923,BBB,2.8,-81.0
444225,BBB,,-32.0
444729,BBB,,-143.0
444821,BBB,75.56,-79.0
444960,BBB,,-31.0
445230,BBB,,-156.0
445351,BBB,12.73,-53.0
445760,BBB,75.87,-144.0
446345,BBB,52.55,-24.0
446873,BBB,3.6,-96.0
447086,BBB,76.32,-109.0
447516,BBB,69.75,-75.0
464525,BBB,73.21,-136.0
465730,BBB,32.1,-15.0
466202,BBB,74.67,-116.0
466477,BBB,54.06,-166.0
466800,BBB,61.35,-52.0
466854,BBB,21.55,-42.0
467179,BBB,,-16.0
467330,BBB,,-171.0
467396,BBB,,-89.0
467606,BBB,5.5,-138.0
467721,BBB,,-162.0
468187,BBB,,-51.0
468482,BBB,2.8,-46.0
469878,BBB,77.31,-185.0
470869,BBB,76.47,-191.0
471196,BBB,75.03,-30.0
471434,BBB,17.65,-30.0
471711,BBB,50.79,-89.0
472262,BBB,50.45,-122.0
472327,BBB,60.14,-103.0
473509,BBB,,-195.0
474071,BBB,64.65,-52.0
475215,BBB,22.49,-22.0
475241,BBB,3.8,-73.0
475594,BBB,19.79,-99.0
475682,BBB,,-53.0
476278,BBB,59.38,-95.0
476816,BBB,14.34,-51.0
477319,BBB,12.35,-128.0
477825,BBB,65.2,-31.0
478069,BBB,14.02,-43.0
478718,BBB,3.25,-58.0
478967,BBB,50.98,-150.0
479020,BBB,68.15,-136.0
479170,BBB,82.08,-74.0
479305,BBB,78.23,-127.0
479853,BBB,83.48,-46.0
480667,BBB,24.91,-57.0
480888,BBB,77.28,-116.0
481448,BBB,50.31,-30.0
482356,BBB,79.1,-53.0
482556,BBB,,-149.0
482680,BBB,68.11,-78.0
482810,BBB,64.78,-138.0
483135,BBB,,-30.0
483339,BBB,,-32.0
483646,BBB,62.33,-38.0
483703,BBB,20.09,-170.0
483744,BBB,25.65,-32.0
483876,BBB,54.94,-51.0
484135,BBB,59.49,-157.0
484301,BBB,73.94,-17.0
484412,BBB,66.85,-31.0
484446,BBB,,-100.0
485006,BBB,53.55,-162.0
485439,BBB,3.6,-46.0
485534,BBB,84.29,-162.0
485560,BBB,,-100.0
485762,BBB,74.18,-16.0
485772,BBB,71.96,-63.0
486004,BBB,47.01,-17.0
486457,BBB,70.88,-52.0
486550,BBB,,-81.0
487214,BBB,46.29,-8.0
487371,BBB,70.76,-60.0
487681,BBB,59.51,-63.0
488176,BBB,,-49.0
488195,BBB,89.76,-174.0
488427,BBB,58.25,-138.0
488908,BBB,,-164.0
489320,BBB,50.34,-115.0
489889,BBB,51.7,-115.0
489966,BBB,,-120.0
490500,BBB,2.7,-179.0
490677,BBB,76.31,-184.0
490894,BBB,39.05,-36.0
491097,BBB,26.86,-38.0
491279,BBB,77.03,-115.0
491758,BBB,,-115.0
491907,BBB,16.24,-29.0
491966,BBB,77.65,-108.0
492153,BBB,62.21,-61.0
492229,BBB,,-30.0
492247,BBB,,-150.0
492286,BBB,83.72,-22.0
492478,BBB,31.25,-29.0
492726,BBB,72.5,-58.0
493453,BBB,72.66,-145.0
493465,BBB,70.92,-87.0
493672,BBB,,-32.0
493891,BBB,,-162.0
493999,BBB,14.15,-29.0
494214,BBB,82.72,-51.0
494471,BBB,55.29,-22.0
494789,BBB,75.95,-59.0
494896,BBB,3.8,-176.0
494960,BBB,61.81,-196.0
495035,BBB,73.69,-132.0
495449,BBB,72.76,-66.0
495509,BBB,73.61,-166.0
495625,BBB,70.22,11.0
495875,BBB,,-38.0
495879,BBB,51.58,-46.0
495913,BBB,47.97,-16.0
496091,BBB,3.9,-42.0
496334,BBB,58.03,-32.0
496442,BBB,63.45,-85.0
496764,BBB,70.59,-96.0
497130,BBB,75.48,-22.0
497632,BBB,61.83,-198.0
497925,BBB,,-103.0
498543,BBB,56.56,-82.0
498635,BBB,85.93,-36.0
498755,BBB,50.89,-109.0
498841,BBB,3.75,-29.0
498892,BBB,15.84,-28.0
499373,BBB,,-37.0
499624,BBB,45.26,-92.0
499822,BBB,4.15,-107.0
500016,BBB,76.36,-71.0
500135,BBB,40.3,-37.0
500279,BBB,,-120.0
500552,BBB,85.72,-81.0
500625,BBB,,-36.0
500668,BBB,68.63,-81.0
501053,BBB,34.73,-53.0
501208,BBB,39.88,-46.0
501637,BBB,75.29,-67.0
501862,BBB,,-42.0
501945,BBB,19.09,-158.0
502391,BBB,,-52.0
502452,BBB,,-114.0
502621,BBB,,-88.0
503322,BBB,62.61,-36.0
503516,BBB,52.64,-31.0
503804,BBB,56.28,-28.0
503878,BBB,45.46,-28.0
504013,BBB,49.42,-36.0
504022,BBB,74.19,-30.0
504466,BBB,59.19,-29.0
504635,BBB,65.21,-46.0
504842,BBB,,-141.0
505413,BBB,55.62,-58.0
505595,BBB,3.8,-109.0
506185,BBB,57.45,-37.0
506248,BBB,15.69,-99.0
506804,BBB,65.04,-32.0
506980,BBB,14.94,-43.0
507016,BBB,73.76,-25.0
507279,BBB,33.53,-36.0
507387,BBB,18.33,-31.0
507389,BBB,,-58.0
507676,BBB,3.5,-103.0
507944,BBB,,-81.0
508028,BBB,65.16,-194.0
508047,BBB,3.55,-122.0
508079,BBB,41.21,-96.0
508414,BBB,,-166.0
508422,BBB,3.5,-8.0
508517,BBB,3.7,-29.0
508759,BBB,39.65,-130.0
509036,BBB,19.12,-44.0
509236,BBB,62.13,-94.0
509258,BBB,20.57,-15.0
509390,BBB,22.54,-114.0
509607,BBB,88.56,-25.0
509845,BBB,25.73,-62.0
509913,BBB,73.83,-29.0
510149,BBB,75.89,-81.0
510438,BBB,,-22.0
510650,BBB,,-158.0
510776,BBB,18.11,-4.0
510868,BBB,25.79,-29.0
511678,BBB,58.72,-92.0
512417,BBB,61.64,-71.0
512581,BBB,47.36,-85.0
512775,BBB,67.77,-46.0
512839,BBB,4.95,-75.0
512883,BBB,21.3,-36.0
512940,BBB,74.37,-46.0
512977,BBB,80.0,-42.0
513076,BBB,19.28,-127.0
513648,BBB,,-158.0
513836,BBB,14.94,-150.0
514043,BBB,59.53,-81.0
514074,BBB,14.26,-25.0
514302,BBB,67.45,-101.0
514445,BBB,44.15,-83.0
514776,BBB,68.66,-72.0
514824,BBB,,-117.0
514864,BBB,76.13,-28.0
515203,BBB,32.91,-44.0
515209,BBB,,-30.0
515417,BBB,,-191.0
515646,BBB,59.35,-32.0
515676,BBB,66.97,-43.0
516055,BBB,,-143.0
516165,BBB,,-145.0
516212,BBB,,-134.0
516214,BBB,,-66.0
516364,BBB,79.92,-114.0
516447,BBB,,-52.0
516926,BBB,14.6,-32.0
517000,BBB,89.18,-42.0
517016,BBB,,-145.0
517075,BBB,,-121.0
517231,BBB,66.69,-65.0
517352,BBB,82.7,-80.0
517553,BBB,22.12,-162.0
517922,BBB,,-138.0
518029,BBB,,-52.0
518126,BBB,45.99,-46.0
518223,BBB,63.1,-156.0
518258,BBB,69.29,-59.0
518496,BBB,81.89,-115.0
519294,BBB,59.68,-67.0
519584,BBB,71.29,-74.0
519622,BBB,51.54,-117.0
519751,BBB,,-81.0
519945,BBB,,-169.0
520002,BBB,83.86,-143.0
520006,BBB,87.3,-130.0
520024,BBB,23.08,-106.0
520100,BBB,3.35,-80.0
520153,BBB,,-191.0
520286,BBB,81.26,-59.0
520325,BBB,63.42,-120.0
521209,BBB,,-150.0
521341,BBB,72.44,-35.0
521456,BBB,,-60.0
521509,BBB,51.57,-16.0
521590,BBB,84.03,-51.0
521666,BBB,,-57.0
521895,BBB,37.38,-52.0
521957,BBB,23.14,-31.0
522426,BBB,77.51,-24.0
522434,BBB,70.55,-24.0
522441,BBB,74.27,-24.0
522443,BBB,18.35,-24.0
522446,BBB,76.1,-24.0
522529,BBB,78.41,-24.0
522622,BBB,50.1,-36.0
522650,BBB,4.0,-22.0
522714,BBB,87.21,-44.0
522792,BBB,66.25,-117.0
522889,BBB,76.3,-67.0
522891,BBB,82.11,-38.0
522894,BBB,87.22,-67.0
522899,BBB,82.38,-67.0
523331,BBB,,-17.0
523398,BBB,,-58.0
523466,BBB,76.48,-36.0
523545,BBB,78.35,-107.0
523655,BBB,56.29,-29.0
523757,BBB,7.62,-87.0
523857,BBB,74.42,-100.0
523875,BBB,76.5,-74.0
523885,BBB,,-74.0
523928,BBB,73.18,-92.0
524076,BBB,3.0,-29.0
524496,BBB,,-196.0
524790,BBB,91.53,-22.0
525877,BBB,12.64,-30.0
525885,BBB,64.07,-46.0
525974,BBB,82.91,-38.0
526088,BBB,38.33,-57.0
526177,BBB,52.18,-49.0
526506,BBB,,-124.0
526810,BBB,49.91,-67.0
527393,BBB,60.63,-22.0
527580,BBB,79.6,-128.0
527636,BBB,33.36,-46.0
527689,BBB,,-31.0
527799,BBB,41.79,-88.0
528056,BBB,3.75,-99.0
528204,BBB,,-53.0
528464,BBB,55.95,-16.0
528642,BBB,,-110.0
529000,BBB,,-28.0
529163,BBB,,-30.0
529597,BBB,34.43,-28.0
529795,BBB,18.77,-25.0
530021,BBB,12.29,-132.0
530112,BBB,72.32,-25.0
530487,BBB,82.41,-30.0
530514,BBB,56.09,-31.0
530753,BBB,14.4,-22.0
530841,BBB,74.42,-43.0
531287,BBB,,-72.0
531384,BBB,76.64,-30.0
531643,BBB,72.35,-102.0
532114,BBB,22.84,-38.0
532335,BBB,73.92,-43.0
532477,BBB,60.34,-88.0
532615,BBB,85.57,-11.0
532739,BBB,36.92,-88.0
532750,BBB,80.6,-127.0
532839,BBB,33.76,-22.0
532868,BBB,73.25,-52.0
532869,BBB,82.53,-37.0
533091,BBB,82.05,-49.0
533164,BBB,39.84,-52.0
533301,BBB,81.6,-80.0
533414,BBB,,-177.0
533449,BBB,,-36.0
534133,BBB,60.94,-17.0
534323,BBB,54.94,-49.0
534816,BBB,69.74,-102.0
534946,BBB,61.06,-149.0
534998,BBB,75.25,-42.0
535168,BBB,,-45.0
535269,BBB,16.2,-37.0
535379,BBB,71.39,-16.0
535833,BBB,63.91,-22.0
536318,BBB,78.56,-150.0
536409,BBB,,-49.0
536487,BBB,,-95.0
536632,BBB,60.17,-24.0
536649,BBB,79.39,-52.0
536660,BBB,46.1,-24.0
536663,BBB,3.2,-24.0
536664,BBB,,-24.0
536666,BBB,68.87,-52.0
536852,BBB,44.24,-51.0
536992,BBB,80.55,-25.0
537271,BBB,18.19,-134.0
538210,BBB,75.23,-80.0
539299,BBB,,-191.0
539414,BBB,,-60.0
539426,BBB,,-25.0
539670,BBB,9.65,-92.0
540005,BBB,50.23,-31.0
540249,BBB,43.78,-28.0
540293,BBB,71.65,-60.0
540521,BBB,42.63,-29.0
540602,BBB,86.79,-115.0
540682,BBB,69.35,-66.0
541171,BBB,32.5,-52.0
541274,BBB,85.11,-74.0
541586,BBB,76.89,-96.0
541702,BBB,79.5,-149.0
541842,BBB,,-150.0
542296,BBB,56.79,-66.0
542472,BBB,,-132.0
542562,BBB,2.0,-196.0
542574,BBB,91.55,-22.0
542707,BBB,78.91,-60.0
543021,BBB,17.81,-94.0
543199,BBB,,-67.0
543279,BBB,56.24,-66.0
543418,BBB,20.81,-81.0
543428,BBB,65.58,-94.0
544122,BBB,83.5,-19.0
544627,BBB,28.09,-38.0
545200,BBB,73.14,-107.0
545247,BBB,,-9.0
545297,BBB,17.25,-9.0
545298,BBB,53.36,-96.0
545443,BBB,74.32,-29.0
545462,BBB,68.16,-95.0
545521,BBB,,-177.0
546124,BBB,,-114.0
546195,BBB,2.75,-10.0
546196,BBB,77.93,-12.0
546941,BBB,85.73,-194.0
547266,BBB,,-183.0
547311,BBB,59.27,-38.0
547718,BBB,46.94,-43.0
547755,BBB,,-196.0
547979,BBB,,-90.0
548197,BBB,66.15,-67.0
548899,BBB,65.13,-25.0
549129,BBB,72.55,-52.0
549226,BBB,65.72,-102.0
549445,BBB,71.19,-24.0
549586,BBB,70.02,-60.0
549745,BBB,20.09,-30.0
549873,BBB,44.39,-38.0
549918,BBB,71.98,-109.0
550412,BBB,79.08,-38.0
550559,BBB,3.95,-19.0
550880,BBB,71.89,-38.0
550941,BBB,62.35,-85.0
551031,BBB,79.84,-19.0
551136,BBB,,-28.0
551205,BBB,51.8,-136.0
551219,BBB,70.07,-158.0
551234,BBB,72.69,-25.0
551347,BBB,71.13,-29.0
551515,BBB,,-60.0
551628,BBB,,-35.0
551802,BBB,71.7,-16.0
551836,BBB,67.81,-22.0
552116,BBB,74.3,-25.0
552177,BBB,3.5,-28.0
552205,BBB,59.84,-36.0
552339,BBB,75.09,-60.0
552399,BBB,89.39,-51.0
552515,BBB,76.62,-36.0
552622,BBB,75.71,-25.0
552865,BBB,,-63.0
552883,BBB,2.9,-38.0
553078,BBB,55.35,-38.0
553556,BBB,,-156.0
553825,BBB,69.1,-149.0
553856,BBB,76.44,-22.0
553893,BBB,2.8,-45.0
554243,BBB,21.23,-35.0
554297,BBB,2.05,-22.0
554314,BBB,48.04,-60.0
554540,BBB,76.92,-38.0
555061,BBB,3.4,-38.0
555346,BBB,88.55,-30.0
555614,BBB,84.22,-81.0
555721,BBB,88.54,-43.0
555789,BBB,,-32.0
556062,BBB,10.53,-28.0
556089,BBB,72.91,-36.0
556175,BBB,59.78,-60.0
556228,BBB,79.5,-20.0
556427,BBB,40.73,-107.0
556592,BBB,80.08,-25.0
556637,BBB,4.0,-60.0
556738,BBB,,-74.0
556972,BBB,72.44,-31.0
557652,BBB,70.68,-32.0
558035,BBB,20.47,-196.0
558333,BBB,84.26,-46.0
558533,BBB,81.75,-22.0
558661,BBB,57.28,-37.0
558755,BBB,2.95,-17.0
558962,BBB,66.26,-179.0
558983,BBB,55.34,-78.0
559139,BBB,4.05,-24.0
559168,BBB,63.85,-65.0
559344,BBB,,-116.0
559382,BBB,63.03,-31.0
559414,BBB,73.87,-30.0
559584,BBB,89.36,-25.0
559685,BBB,17.91,-28.0
559851,BBB,73.7,-32.0
560030,BBB,14.69,-96.0
560074,BBB,72.54,-144.0
560430,BBB,16.16,-128.0
560490,BBB,,-138.0
560559,BBB,,-149.0
560567,BBB,64.96,-92.0
560676,BBB,46.65,-135.0
560773,BBB,68.71,-149.0
560920,BBB,3.75,-149.0
561312,BBB,78.58,-46.0
561457,BBB,65.75,-51.0
561534,BBB,65.14,-137.0
561549,BBB,14.64,-135.0
561591,BBB,75.85,-109.0
561640,BBB,87.75,-92.0
561674,BBB,,-164.0
561841,BBB,70.28,-100.0
561932,BBB,,-66.0
562090,BBB,64.48,-63.0
562270,BBB,75.85,-124.0
562456,BBB,31.16,-59.0
563022,BBB,,-149.0
563063,BBB,,-130.0
563174,BBB,3.85,-53.0
563374,BBB,35.51,-29.0
563706,BBB,62.26,-196.0
563733,BBB,59.14,-29.0
563735,BBB,66.9,-36.0
563769,BBB,55.5,-51.0
563794,BBB,80.71,-29.0
564105,BBB,81.32,-15.0
564129,BBB,70.86,-35.0
564144,BBB,75.11,-36.0
564245,BBB,65.5,-49.0
564268,BBB,66.05,-49.0
564300,BBB,,-183.0
564596,BBB,48.4,-123.0
564626,BBB,52.93,-17.0
564791,BBB,,-196.0
564792,BBB,59.27,-58.0
564898,BBB,77.92,-121.0
564930,BBB,,-45.0
564958,BBB,57.46,-29.0
564972,BBB,,-74.0
565035,BBB,,-42.0
565393,BBB,33.02,-156.0
565402,BBB,,-31.0
565513,BBB,88.89,-59.0
565518,BBB,,-174.0
565582,BBB,73.14,-43.0
565607,BBB,65.14,-17.0
565715,BBB,86.7,-28.0
565819,BBB,,-165.0
565888,BBB,75.15,-18.0
565919,BBB,58.94,-88.0
566133,BBB,76.14,-149.0
566339,BBB,51.79,-43.0
566346,BBB,85.15,-107.0
566358,BBB,53.72,-125.0
566369,BBB,66.53,-25.0
566392,BBB,75.5,-144.0
566407,BBB,58.35,-43.0
566415,BBB,37.47,-22.0
566720,BBB,66.67,-67.0
566813,BBB,71.05,-63.0
566814,BBB,88.78,-158.0
567013,BBB,17.55,-17.0
567033,BBB,79.25,-101.0
567059,BBB,,-129.0
567145,BBB,,-149.0
567160,BBB,40.33,-20.0
567262,BBB,46.2,-43.0
567363,BBB,88.5,-27.0
567402,BBB,59.75,-100.0
567429,BBB,64.47,-149.0
567500,BBB,72.52,-2.0
567598,BBB,,-135.0
567627,BBB,72.59,-144.0
567754,BBB,90.6,-9.0
567915,BBB,38.42,-136.0
567925,BBB,,-144.0
567929,BBB,40.73,-28.0
567958,BBB,87.56,-134.0
567979,BBB,77.07,-31.0
568074,BBB,65.18,-35.0
568293,BBB,,-130.0
568370,BBB,30.43,-106.0
568474,BBB,45.14,-141.0
568502,BBB,51.81,-32.0
568523,BBB,,-117.0
568533,BBB,69.87,-63.0
568609,BBB,33.71,-44.0
568775,BBB,12.31,-179.0
569035,BBB,76.86,-72.0
569141,BBB,58.23,-191.0
569334,BBB,19.75,-149.0
569426,BBB,,-176.0
569854,BBB,75.63,-144.0
569862,BBB,78.54,-51.0
569930,BBB,75.11,-92.0
570137,BBB,86.43,-107.0
570157,BBB,83.39,-85.0
570168,BBB,52.62,-120.0
570177,BBB,,-134.0
570271,BBB,75.45,-144.0
570287,BBB,51.94,-24.0
570351,BBB,60.28,-193.0
570519,BBB,1.9,-154.0
570623,BBB,86.17,-109.0
570759,BBB,82.96,-158.0
570783,BBB,61.9,-156.0
570862,BBB,,-49.0
570864,BBB,37.49,-15.0
570970,BBB,,-63.0
571083,BBB,67.4,-49.0
571143,BBB,,-144.0
571441,BBB,60.11,-92.0
571503,BBB,75.56,-65.0
571516,BBB,81.59,-108.0
571540,BBB,,-18.0
571554,BBB,63.86,-28.0
571601,BBB,,-79.0
571672,BBB,,-31.0
571681,BBB,59.93,-191.0
571693,BBB,73.27,-94.0
571770,BBB,,-174.0
571779,BBB,67.62,-35.0
571794,BBB,,-196.0
571871,BBB,68.63,-164.0
571885,BBB,41.52,-66.0
571907,BBB,79.44,-109.0
572029,BBB,,-149.0
572051,BBB,71.43,-138.0
572054,BBB,,-144.0
572067,BBB,76.3,-149.0
572103,BBB,64.51,-36.0
572131,BBB,2.95,-46.0
572163,BBB,27.2,-85.0
572173,BBB,,-31.0
572277,BBB,18.81,-67.0
572302,BBB,25.6,-149.0
572416,BBB,67.16,-149.0
572436,BBB,89.67,-1.0
572447,BBB,45.0,-44.0
572495,BBB,15.82,-149.0
572504,BBB,71.4,-195.0
572508,BBB,70.29,-157.0
572514,BBB,49.36,-38.0
572626,BBB,,-179.0
572733,BBB,76.51,-96.0
572739,BBB,30.28,-32.0
572752,BBB,78.5,-191.0
572765,BBB,52.2,-138.0
572770,BBB,,-179.0
572898,BBB,69.12,-176.0
572918,BBB,23.04,-149.0
572937,BBB,18.64,-88.0
573043,BBB,68.35,-32.0
573063,BBB,66.84,-107.0
573159,BBB,17.11,-191.0
573208,BBB,50.63,-96.0
573217,BBB,16.56,-28.0
573223,BBB,,-129.0
573225,BBB,61.1,-49.0
573275,BBB,,-29.0
573321,BBB,,-46.0
573409,BBB,,-156.0
573411,BBB,83.3,-143.0
573431,BBB,,-191.0
573433,BBB,58.52,-120.0
573441,BBB,13.7,-51.0
573453,BBB,51.5,-130.0
573485,BBB,,-144.0
573487,BBB,2.75,-30.0
573519,BBB,87.75,-154.0
573578,BBB,82.77,-66.0
573654,BBB,75.77,-136.0
573683,BBB,,-190.0
573694,BBB,4.65,-30.0
573758,BBB,,-136.0
573777,BBB,83.49,-86.0
573790,BBB,68.83,-92.0
573810,BBB,,-149.0
573821,BBB,83.81,-165.0
573831,BBB,53.85,-162.0
573893,BBB,61.62,-67.0
573986,BBB,65.84,-53.0
574002,BBB,22.72,-143.0
574051,BBB,13.95,-92.0
574053,BBB,,-149.0
574065,BBB,86.37,-144.0
574125,BBB,82.22,-190.0
574146,BBB,,-35.0
574194,BBB,74.43,-120.0
574212,BBB,83.29,-88.0
574250,BBB,62.42,-57.0
574276,BBB,,-141.0
574319,BBB,,-125.0
574320,BBB,92.73,-73.0
574348,BBB,65.87,-57.0
574549,BBB,73.77,-109.0
574591,BBB,,-67.0
574648,BBB,78.44,-144.0
574674,BBB,,-96.0
574708,BBB,40.59,-136.0
574727,BBB,,-100.0
574766,BBB,44.94,-184.0
574783,BBB,,-179.0
574810,BBB,3.2,-29.0
574962,BBB,,-185.0
574973,BBB,77.44,-58.0
574998,BBB,,-148.0
575018,BBB,75.79,-124.0
575089,BBB,19.21,-149.0
575100,BBB,44.06,-88.0
575124,BBB,78.88,-149.0
575207,BBB,,-184.0
575281,BBB,42.7,-31.0
575290,BBB,82.7,-67.0
575387,BBB,68.42,-148.0
575421,BBB,,-179.0
575423,BBB,,-144.0
575480,BBB,,-3.0
575520,BBB,5.0,-101.0
575560,BBB,81.67,-144.0
575672,BBB,,-144.0
575681,BBB,86.41,-117.0
575794,BBB,,-165.0
575897,BBB,,-29.0
575927,BBB,4.35,-130.0
575929,BBB,56.39,-136.0
575930,BBB,63.84,-136.0
575982,BBB,35.68,-30.0
575992,BBB,,-136.0
576046,BBB,,-73.0
576098,BBB,,-149.0
576158,BBB,61.66,-109.0
576226,BBB,27.33,-92.0
576375,BBB,,-179.0
576483,BBB,81.62,-101.0
576513,BBB,,-134.0
576524,BBB,41.45,-79.0
576550,BBB,,-144.0
576600,BBB,69.29,-67.0
576664,BBB,,-116.0
576714,BBB,14.22,-25.0
576815,BBB,2.6,-134.0
576841,BBB,69.81,-130.0
576882,BBB,70.93,-72.0
576935,BBB,64.92,-107.0
576940,BBB,58.64,-116.0
576946,BBB,63.0,-174.0
576947,BBB,3.1,-31.0
576981,BBB,50.3,-123.0
576983,BBB,20.4,-31.0
576985,BBB,,-129.0
576996,BBB,,-177.0
577007,BBB,,-109.0
577049,BBB,,-24.0
577069,BBB,74.9,-44.0
577096,BBB,82.74,-142.0
577099,BBB,56.45,-149.0
577215,BBB,,-174.0
577239,BBB,,-96.0
577256,BBB,60.17,-53.0
577280,BBB,55.51,-63.0
577286,BBB,78.94,-38.0
577347,BBB,49.52,-108.0
577376,BBB,50.17,-92.0
577449,BBB,,-8.0
577498,BBB,50.02,-96.0
577648,BBB,63.12,-106.0
577659,BBB,9.81,-132.0
577680,BBB,62.21,-65.0
577692,BBB,9.6,-96.0
577695,BBB,,-124.0
577824,BBB,78.03,-120.0
577905,BBB,2.4,-72.0
577914,BBB,87.65,-122.0
577915,BBB,71.68,-16.0
577949,BBB,,-115.0
577965,BBB,,-94.0
577980,BBB,55.02,-85.0
577992,BBB,,-102.0
578030,BBB,80.19,-113.0
578057,BBB,14.9,-144.0
578062,BBB,17.2,-123.0
578109,BBB,82.15,-96.0
578197,BBB,72.04,-88.0
578264,BBB,,-149.0
